k1,k2,k3,y,dy_dk1,dy_dk2,dy_dk3
2.5199386024625845,2.678724136399179,3.4028293283754083,1.1917865464673407,-0.1455928623378296,-0.1608702559107598,-0.11577848815311144
4.076351322508053,2.416218043351612,3.066913081025881,1.0998275879302422,-0.08453013558677856,-0.1736643638271037,-0.10943971338788812
3.6508089776106423,4.974747002714085,0.6598757642525974,1.2436323517405443,-0.14964570938359528,-0.10626941749140562,-0.2555647524158461
3.31358053541748,1.2826997014803125,4.3033006875785205,1.3835574726984505,-0.11368399184985414,-0.51035548091391,-0.0818496341926065
0.6294703292374542,1.45088900228368,3.454155756158836,2.183524665074992,-0.739429085993168,-0.6876757090785023,-0.2085415141292176
3.2148984828744807,4.74038756341894,4.12403651348213,0.8464878864452391,-0.08124129910056817,-0.06259599946913685,-0.06991406597861982
2.4975681736001225,2.222556896001809,2.4123675638016984,1.4294148456472855,-0.18430772255153485,-0.23057914113376068,-0.18928230104920243
0.8295333556762862,1.0597986287574914,2.3872373636215447,2.6348819326340673,-0.8634215822731237,-1.0285543131639119,-0.34708927233655773
1.8842117756801169,3.2702230346247996,1.91783650485653,1.4735884489334377,-0.25228275298465414,-0.1585655435681799,-0.25012018525537577
4.772659759620368,4.368934216861849,1.6697523858576704,0.9901659313795352,-0.07905624060537192,-0.0867282839076693,-0.13929972806484386
4.609154658894336,3.672455466539666,1.6058240808200883,1.0824022728492415,-0.08721548800706437,-0.11347300258041992,-0.16335495679751724
4.28890430958703,1.8346193981967565,1.9833400728010318,1.373936848065208,-0.09644430932973831,-0.3064117619612306,-0.20074594230012596
4.287169901024146,2.3135731367211134,0.8393901335123061,1.5496458063048293,-0.13018933413641104,-0.29282663785126695,-0.3741122941221587
0.026012898179233582,0.11962594018628074,2.024652863332447,19.532419583335628,-87.86046283589725,-127.81351022630817,-0.9666363136705736
3.6871790473148063,1.2091884044721342,2.6876827830151355,1.568500159610271,-0.11252639082033312,-0.5887417459502484,-0.16434064297586015
0.7880868238307013,3.039454668648305,4.9751416656257845,1.3150580596924784,-0.2837725518075645,-0.19301645081983615,-0.10145558297672155
2.8823934853925617,0.9590361871708084,4.070934595306418,1.6788351089056406,-0.15161531373283757,-0.8902572072492041,-0.09524649865266796
0.667846138224116,0.22558373530014136,0.7133722332443506,7.70087015747364,-3.0355872891068953,-16.3255022590541,-2.790684913399477
2.5282217612856033,0.06674979682237128,2.149636490477491,12.729163164236699,-0.2529210637818556,-170.02317145625014,-0.344574759675557
4.135632236398949,0.8392692751191208,1.7580804655899003,2.0458148911872187,-0.10747725921286463,-1.226820461029859,-0.3251817908601951
3.843592147657119,0.7657376628134721,3.606218308942851,1.8177815322887814,-0.10082886781792198,-1.3461090669130542,-0.11077257189505726
4.597520185015233,3.0434437740661893,1.2907980463438447,1.2282305574266468,-0.09783818558424484,-0.16276859399930868,-0.21815629961324873
4.886755719029985,1.8116737547972883,4.960931460285061,1.022243538747163,-0.05665988685634529,-0.25816555324099644,-0.05573677669064739
3.5064350883283124,1.2890279569896321,1.3105187344616287,1.9029118798942608,-0.157445928375176,-0.6306756012142207,-0.41043249228307527
3.56182200312314,0.6685970277866865,4.851235559795168,1.8879178370389988,-0.11014942854866519,-1.7440650711422967,-0.06792258423841696
0.20008209022204396,4.487794806440135,1.9332203870254794,1.954177550655927,-0.6678470516842488,-0.20705228198907316,-0.4610675362293729
3.3976784589095246,1.423907816023089,4.53571657317067,1.2909473346004519,-0.10541941485232578,-0.41940522964099103,-0.07398426899600252
3.051931004252798,4.918237398581225,4.594263557846338,0.8175783441133537,-0.07939324067083507,-0.05888337432411355,-0.062180420001922775
1.5732285060894726,3.919931591835277,0.05697574453012377,2.427330289655846,-0.7288175380585816,-0.3113018877429578,-1.0610069105916973
3.412484734150378,4.441845190946805,4.575374339316408,0.820614132728834,-0.07390704204273722,-0.06534107395611684,-0.06079776740848796
1.3115603236953335,3.9672326642987663,3.729267345953382,1.1935329600960662,-0.20648614811212312,-0.11509608278231977,-0.12498459843552256
3.0598802565657484,0.03699394755102437,2.755382860197478,21.57714588997294,-0.1732924775841086,-553.0816180172659,-0.21275420534241518
1.9986543399533248,1.8831592148488225,4.563655700679977,1.331219909476426,-0.19178033436094571,-0.2921247679465392,-0.08716693136706902
1.0832828348630628,1.4103468969531825,1.4641971543868884,2.5777934660151565,-0.7302078408019052,-0.6469508338618768,-0.5971509660116737
2.883562515359979,1.2898285902159348,1.0831093456623646,2.128616225862574,-0.23078486112276916,-0.6769103610896795,-0.544760616121056
3.9811113421289925,2.3892086850057264,1.4380967651519572,1.384866346980659,-0.12010762855181882,-0.22800624461689514,-0.25168682217593663
0.2440463619809268,3.7035032981926217,0.9653708743178366,2.826334929657113,-1.363355351646727,-0.38010408406893076,-1.1248488180896807
2.56361437521612,1.525647100533197,3.335776279150719,1.4793758483757435,-0.17132701311744505,-0.3972878357632481,-0.1301161659696831
0.7642530120199503,1.0010844119174709,4.066978962732079,2.3724853701734414,-0.78893232902061,-1.1677816715907408,-0.14756289918498547
0.6944134609494176,3.943455146349683,2.837926786254353,1.5157938644167093,-0.36574820232199284,-0.15722860499639824,-0.22614728504921375
0.0477142584451944,0.9774564062238787,2.357639283609693,4.112791865381347,-3.422616978126909,-2.463709364995257,-0.6537538389162844
1.362084987034829,0.743543310635039,3.3916229651386405,2.4395566210640105,-0.5078483994707188,-1.6065669612917022,-0.16312892942006604
1.0343052851620376,1.8678060600581552,0.9863031124947753,2.7033118610430233,-0.8545532195387743,-0.5128870252210337,-0.8734327661298575
